nctid	age	count
NCT02254772	<=18 years	0.0
NCT02254772	>=65 years	6.0
NCT02254772	between 18 and 65 years	3.0
NCT02255032	<=18 years	0.0
NCT02255032	>=65 years	5.0
NCT02255032	between 18 and 65 years	17.0
NCT02255149	>=18	9.0
NCT02255357	<=18 years	0.0
NCT02255357	>=65 years	0.0
NCT02255357	between 18 and 65 years	26.0
NCT02255474	10 to 11 yearsage	177.0
NCT02255474	<=18 years	294.0
NCT02255474	>=65 years	0.0
NCT02255474	7 to 9 yearsage	117.0
NCT02255474	between 18 and 65 years	0.0
NCT02255513	<=18 years	43.0
NCT02255513	>=65 years	0.0
NCT02255513	between 18 and 65 years	0.0
NCT02255565	<=18 years	27.0
NCT02255565	>=65 years	0.0
NCT02255565	between 18 and 65 years	0.0
NCT02256384	<=18 years	62.0
NCT02256384	>=65 years	0.0
NCT02256384	between 18 and 65 years	0.0
NCT02256839	<=18 years	0.0
NCT02256839	>=65 years	29.0
NCT02256839	between 18 and 65 years	234.0
NCT02257099	<=18 years	4.0
NCT02257099	>=65 years	0.0
NCT02257099	between 18 and 65 years	16.0
NCT02257177	<=18 years	0.0
NCT02257177	>=65 years	22.0
NCT02257177	between 18 and 65 years	38.0
NCT02257918	<=18 years	0.0
NCT02257918	>=65 years	0.0
NCT02257918	between 18 and 65 years	180.0
NCT02257970	<=18 years	0.0
NCT02257970	>=65 years	21.0
NCT02257970	between 18 and 65 years	75.0
NCT02258152	<=18 years	0.0
NCT02258152	>=65 years	72.0
NCT02258152	between 18 and 65 years	10.0
NCT02258217	<=18 years	1.0
NCT02258217	>=65 years	0.0
NCT02258217	between 18 and 65 years	29.0
NCT02258334	<=18 years	0.0
NCT02258334	>=65 years	104.0
NCT02258334	between 18 and 65 years	104.0
NCT02259400	> 26 and ≤29 wga	65.0
NCT02259400	≤ 26 wga	18.0
NCT02259400	> 29 wga	41.0
NCT02259608	<=18 years	0.0
NCT02259608	>=65 years	0.0
NCT02259608	between 18 and 65 years	15.0
NCT02259699	<=18 years	0.0
NCT02259699	>=65 years	35.0
NCT02259699	between 18 and 65 years	89.0
NCT02259725	<=18 years	0.0
NCT02259725	>=65 years	0.0
NCT02259725	between 18 and 65 years	3.0
NCT02260154	<=18 years	0.0
NCT02260154	>=65 years	0.0
NCT02260154	between 18 and 65 years	218.0
NCT02260388	<=18 years	0.0
NCT02260388	>=65 years	134.0
NCT02260388	between 18 and 65 years	268.0
NCT02260791	<18 years	0.0
NCT02260791	>65 years	127.0
NCT02260791	between 18 and 65 years	601.0
NCT02260817	<=18 years	0.0
NCT02260817	>=65 years	46.0
NCT02260817	between 18 and 65 years	63.0
NCT02261428	60-69 years	4.0
NCT02261428	<60 years	1.0
NCT02261428	70-79 years	6.0
NCT02261428	>80 years	9.0
NCT02261467	<65 years	382.0
NCT02261467	>=65 years	9.0
NCT02261493	<65 years	749.0
NCT02261493	>=65 years	38.0
NCT02261597	<=18 years	0.0
NCT02261597	>=65 years	0.0
NCT02261597	between 18 and 65 years	44.0
NCT02261714	<=18 years	0.0
NCT02261714	>=65 years	16.0
NCT02261714	between 18 and 65 years	16.0
NCT02261818	<=18 years	0.0
NCT02261818	>=65 years	30.0
NCT02261818	between 18 and 65 years	0.0
NCT02261948	<=18 years	0.0
NCT02261948	>=65 years	32.0
NCT02261948	between 18 and 65 years	10.0
NCT02261961	<=18 years	0.0
NCT02261961	>=65 years	27.0
NCT02261961	between 18 and 65 years	6.0
NCT02262507	<=18 years	335.0
NCT02262507	>=65 years	1.0
NCT02262507	between 18 and 65 years	74.0
NCT02263118	16-22 years	32.0
NCT02263118	23-30 years	35.0
NCT02263118	>30 years	11.0
NCT02264353	<=18 years	0.0
NCT02264353	>=65 years	1.0
NCT02264353	between 18 and 65 years	40.0
NCT02264574	<=18 years	0.0
NCT02264574	>=65 years	183.0
NCT02264574	between 18 and 65 years	46.0
NCT02264639	<=18 years	0.0
NCT02264639	>=65 years	1.0
NCT02264639	between 18 and 65 years	8.0
NCT02264990	< 65 years	316.0
NCT02264990	≥ 65 years	279.0
NCT02265224	<=18 years	0.0
NCT02265224	>=65 years	0.0
NCT02265224	between 18 and 65 years	48.0
NCT02265783	<=18 years	0.0
NCT02265783	>=65 years	0.0
NCT02265783	between 18 and 65 years	20.0
NCT02265796	<=18 years	0.0
NCT02265796	>=65 years	28.0
NCT02265796	between 18 and 65 years	22.0
NCT02265848	<=18 years	0.0
NCT02265848	>=65 years	5.0
NCT02265848	between 18 and 65 years	17.0
NCT02265952	≥ 45 to < 65 years	2.0
NCT02265952	< 45 years	7.0
NCT02265952	≥ 65 to < 75 years	0.0
NCT02265952	< 75 years	0.0
NCT02265965	<=18 years	0.0
NCT02265965	>=65 years	0.0
NCT02265965	between 18 and 65 years	18.0
NCT02266108	<=18 years	0.0
NCT02266108	>=65 years	0.0
NCT02266108	between 18 and 65 years	151.0
NCT02266225	<=18 years	0.0
NCT02266225	>=65 years	47.0
NCT02266225	between 18 and 65 years	0.0
NCT02266277	<=18 years	0.0
NCT02266277	>=65 years	3754.0
NCT02266277	between 18 and 65 years	26246.0
NCT02266706	adolescents (12-17 years)	6.0
NCT02266706	children (2-11 years)	16.0
NCT02266706	infants and toddlers (28 days-23 months)	19.0
NCT02266706	newborns (0-27days)	2.0
NCT02266888	<=18 years	26.0
NCT02266888	>=65 years	0.0
NCT02266888	between 18 and 65 years	1.0
NCT02267226	<=18 years	6.0
NCT02267226	>=65 years	0.0
NCT02267226	between 18 and 65 years	19.0
NCT02267278	<=18 years	0.0
NCT02267278	>=65 years	15.0
NCT02267278	between 18 and 65 years	10.0
NCT02267811	<=18 years	19.0
NCT02267811	>=65 years	0.0
NCT02267811	between 18 and 65 years	14.0
NCT02268084	<=18 years	0.0
NCT02268084	>=65 years	0.0
NCT02268084	between 18 and 65 years	96.0
NCT02268214	< 65 years	787.0
NCT02268214	>= 75 years	1.0
NCT02268214	between 65 and 75 years	45.0
NCT02268786	<=18 years	0.0
NCT02268786	>=65 years	0.0
NCT02268786	between 18 and 65 years	661.0
NCT02268955	18-55 years of age	18.0
NCT02268994	<=18 years	0.0
NCT02268994	>=65 years	137.0
NCT02268994	between 18 and 65 years	96.0
NCT02269098	<=18 years	0.0
NCT02269098	>=65 years	6.0
NCT02269098	between 18 and 65 years	95.0
NCT02269124	<=18 years	34.0
NCT02269124	>=65 years	0.0
NCT02269124	between 18 and 65 years	0.0
NCT02269241	<=35 years	928.0
NCT02269241	>35 years	78.0
NCT02269423	<=18 years	0.0
NCT02269423	>=65 years	0.0
NCT02269423	between 18 and 65 years	39.0
NCT02269631	<=18 years	0.0
NCT02269631	>=65 years	2.0
NCT02269631	between 18 and 65 years	10.0
NCT02270060	<=18 years	0.0
NCT02270060	>=65 years	0.0
NCT02270060	between 18 and 65 years	60.0
NCT02270255	<=18 years	0.0
NCT02270255	>=65 years	0.0
NCT02270255	between 18 and 65 years	44.0
NCT02270645	<=18 years	0.0
NCT02270645	>=65 years	4.0
NCT02270645	between 18 and 65 years	8.0
NCT02270671	<=18 years	120.0
NCT02270671	>=65 years	0.0
NCT02270671	between 18 and 65 years	0.0
NCT02270736	85 years and over	0.0
NCT02270736	adolescents (12-17 years)	76.0
NCT02270736	adults (18-64 years)	0.0
NCT02270736	children (2-11 years)	179.0
NCT02270736	from 65-84 years	0.0
NCT02270736	infants and toddlers (28 days-23 months)	0.0
NCT02270736	in utero	0.0
NCT02270736	newborns (0-27 days)	0.0
NCT02270736	preterm newborn infants (gestational age < 37 wks)	0.0
NCT02270983	18 to under 40	21.0
NCT02270983	40 to under 65	194.0
NCT02270983	65 and over	37.0
NCT02271451	<=18 years	15.0
NCT02271451	>=65 years	0.0
NCT02271451	between 18 and 65 years	0.0
NCT02271945	< 65 years	6.0
NCT02271945	>= 65 years	4.0
NCT02272244	50-59age (years)	277.0
NCT02272244	60-69age (years)	95.0
NCT02272244	70-79age (years)	28.0
NCT02272725	<=18 years	0.0
NCT02272725	>=65 years	0.0
NCT02272725	between 18 and 65 years	89.0
NCT02272816	<=18 years	0.0
NCT02272816	>=65 years	1.0
NCT02272816	between 18 and 65 years	47.0
NCT02272985	<=18 years	0.0
NCT02272985	>=65 years	15.0
NCT02272985	between 18 and 65 years	0.0
NCT02273141	<=18 years	1.0
NCT02273141	>=65 years	104.0
NCT02273141	between 18 and 65 years	410.0
NCT02273167	<=18 years	1.0
NCT02273167	>=65 years	209.0
NCT02273167	between 18 and 65 years	639.0
NCT02273596	<=18 years	0.0
NCT02273596	>=65 years	0.0
NCT02273596	between 18 and 65 years	28.0
NCT02273726	<=18 years	0.0
NCT02273726	>=65 years	242.0
NCT02273726	between 18 and 65 years	499.0
NCT02273739	60 to < 70 years	7.0
NCT02273739	< 60 years	8.0
NCT02273739	70 to < 75 years	4.0
NCT02273739	≥ 75 years	2.0
NCT02273908	<=18 years	0.0
NCT02273908	>=65 years	244.0
NCT02273908	between 18 and 65 years	87.0
NCT02274493	<=18 years	0.0
NCT02274493	>=65 years	1.0
NCT02274493	between 18 and 65 years	14.0
NCT02274675	<=18 years	0.0
NCT02274675	>=65 years	1.0
NCT02274675	between 18 and 65 years	6.0
NCT02274688	<=18 years	3.0
NCT02274688	>=65 years	17.0
NCT02274688	between 18 and 65 years	151.0
NCT02274766	<=18 years	0.0
NCT02274766	>=65 years	44.0
NCT02274766	between 18 and 65 years	31.0
NCT02274792	< 65 years	114.0
NCT02274792	≥ 65 years	17.0
NCT02275338	40-49 years	3.0
NCT02275338	<40 years	1.0
NCT02275338	50-59 years	9.0
NCT02275338	60-69 years	17.0
NCT02275338	>= 70 years	22.0
NCT02275611	<=18 years	0.0
NCT02275611	>=65 years	0.0
NCT02275611	between 18 and 65 years	22.0
NCT02275819	<=18 years	0.0
NCT02275819	>=65 years	6.0
NCT02275819	between 18 and 65 years	4.0
NCT02276053	<=18 years	1.0
NCT02276053	>=65 years	10.0
NCT02276053	between 18 and 65 years	82.0
NCT02276222	<=18 years	0.0
NCT02276222	>=65 years	500.0
NCT02276222	between 18 and 65 years	586.0
NCT02276638	<=18 years	0.0
NCT02276638	>=65 years	0.0
NCT02276638	between 18 and 65 years	79.0
NCT02276872	<=18 years	32.0
NCT02276872	>=65 years	0.0
NCT02276872	between 18 and 65 years	0.0
NCT02277054	<=18 years	0.0
NCT02277054	>=65 years	2.0
NCT02277054	between 18 and 65 years	3.0
NCT02277119	<=18 years	0.0
NCT02277119	>=65 years	19.0
NCT02277119	between 18 and 65 years	90.0
NCT02277548	<=18 years	0.0
NCT02277548	>=65 years	5.0
NCT02277548	between 18 and 65 years	13.0
NCT02278146	<=18 years	0.0
NCT02278146	>=65 years	5.0
NCT02278146	between 18 and 65 years	11.0
NCT02278237	<=18 years	0.0
NCT02278237	>=65 years	11.0
NCT02278237	between 18 and 65 years	79.0
NCT02278263	<=18 years	0.0
NCT02278263	>=65 years	102.0
NCT02278263	between 18 and 65 years	32.0
NCT02278614	<=18 years	0.0
NCT02278614	>=65 years	146.0
NCT02278614	between 18 and 65 years	96.0
NCT02278939	<=18 years	0.0
NCT02278939	>=65 years	3.0
NCT02278939	between 18 and 65 years	64.0
NCT02279043	18-24	249.0
NCT02279043	25-34	216.0
NCT02279043	35-45	22.0
NCT02279043	missing	1.0
NCT02279082	<=18 years	0.0
NCT02279082	>=65 years	0.0
NCT02279082	between 18 and 65 years	167.0
NCT02279160	<=18 years	0.0
NCT02279160	>=65 years	4.0
NCT02279160	between 18 and 65 years	57.0
NCT02279173	≥ 12 to < 18 years	73.0
NCT02279173	≥ 1 to < 6 years	49.0
NCT02279173	≥ 6 to < 12 years	81.0
NCT02279407	<50	1.0
NCT02279407	>=50 - <65	27.0
NCT02279407	>=65	56.0
NCT02279641	<65	12.0
NCT02279641	>=65	0.0
NCT02279667	<=18 years	0.0
NCT02279667	>=65 years	0.0
NCT02279667	between 18 and 65 years	18.0
NCT02279745	<=18 years	0.0
NCT02279745	>=65 years	6.0
NCT02279745	between 18 and 65 years	39.0
NCT02280096	<=18 years	0.0
NCT02280096	>=65 years	0.0
NCT02280096	between 18 and 65 years	21.0
NCT02280200	<=18 years	0.0
NCT02280200	>=65 years	12.0
NCT02280200	between 18 and 65 years	13.0
NCT02280291	<=18 years	0.0
NCT02280291	>=65 years	17.0
NCT02280291	between 18 and 65 years	83.0
NCT02280304	<=18 years	0.0
NCT02280304	>=65 years	0.0
NCT02280304	between 18 and 65 years	37.0
NCT02280408	<=18 years	0.0
NCT02280408	>=65 years	0.0
NCT02280408	between 18 and 65 years	39.0
NCT02280421	<=18 years	0.0
NCT02280421	>=65 years	0.0
NCT02280421	between 18 and 65 years	26.0
NCT02280473	18 to less than 30 years	24.0
NCT02280473	30 to 40 years	25.0
NCT02280473	more than 40 years	139.0
NCT02280811	<=18 years	0.0
NCT02280811	>=65 years	2.0
NCT02280811	between 18 and 65 years	10.0
NCT02280863	0-12 year	0.0
NCT02280863	13-17 years	15.0
NCT02280863	18-64 years	9.0
NCT02280863	65 year and older	0.0
NCT02281357	<=18 years	1.0
NCT02281357	>=65 years	26.0
NCT02281357	between 18 and 65 years	113.0
NCT02281422	<=18 years	0.0
NCT02281422	>=65 years	2.0
NCT02281422	between 18 and 65 years	38.0
NCT02281448	<=18 years	0.0
NCT02281448	>=65 years	0.0
NCT02281448	between 18 and 65 years	20.0
NCT02281526	<=18 years	0.0
NCT02281526	>=65 years	0.0
NCT02281526	between 18 and 65 years	17.0
NCT02281591	<=18 years	0.0
NCT02281591	>=65 years	0.0
NCT02281591	between 18 and 65 years	32.0
NCT02281760	<=18 years	0.0
NCT02281760	>=65 years	0.0
NCT02281760	between 18 and 65 years	6.0
NCT02281851	<=18 years	0.0
NCT02281851	>=65 years	0.0
NCT02281851	between 18 and 65 years	14.0
NCT02282722	<=18 years	0.0
NCT02282722	>=65 years	73.0
NCT02282722	between 18 and 65 years	113.0
NCT02283294	<=18 years	0.0
NCT02283294	>=65 years	63.0
NCT02283294	between 18 and 65 years	25.0
NCT02283333	<=18 years	0.0
NCT02283333	>=65 years	20.0
NCT02283333	between 18 and 65 years	135.0
NCT02283528	<=18 years	0.0
NCT02283528	>=65 years	0.0
NCT02283528	between 18 and 65 years	50.0
NCT02283749	<=18 years	0.0
NCT02283749	>=65 years	0.0
NCT02283749	between 18 and 65 years	5.0
NCT02283814	<=18 years	0.0
NCT02283814	>=65 years	0.0
NCT02283814	between 18 and 65 years	27.0
NCT02283827	<=18 years	0.0
NCT02283827	>=65 years	0.0
NCT02283827	between 18 and 65 years	32.0
NCT02283840	<=18 years	0.0
NCT02283840	>=65 years	0.0
NCT02283840	between 18 and 65 years	60.0
NCT02284243	<=18 years	0.0
NCT02284243	>=65 years	5.0
NCT02284243	between 18 and 65 years	163.0
NCT02284399	<=18 years	0.0
NCT02284399	>=65 years	0.0
NCT02284399	between 18 and 65 years	4488.0
NCT02284464	<=18 years	0.0
NCT02284464	>=65 years	18.0
NCT02284464	between 18 and 65 years	87.0
NCT02284828	<=18 years	0.0
NCT02284828	>=65 years	0.0
NCT02284828	between 18 and 65 years	26.0
NCT02284854	<=18 years	0.0
NCT02284854	>=65 years	0.0
NCT02284854	between 18 and 65 years	43.0
NCT02284880	<=18 years	0.0
NCT02284880	>=65 years	0.0
NCT02284880	between 18 and 65 years	40.0
NCT02285023	<=18 years	0.0
NCT02285023	>=65 years	0.0
NCT02285023	between 18 and 65 years	166.0
NCT02285270	<=18 years	0.0
NCT02285270	>=65 years	0.0
NCT02285270	between 18 and 65 years	10.0
NCT02285907	<=18 years	0.0
NCT02285907	>=65 years	0.0
NCT02285907	between 18 and 65 years	21.0
NCT02285998	50-64 years	5186.0
NCT02285998	65-74 years	2488.0
NCT02285998	75 years and older	998.0
NCT02286102	<=18 years	0.0
NCT02286102	>=65 years	0.0
NCT02286102	between 18 and 65 years	68.0
NCT02286193	19 - 34	38.0
NCT02286193	35 - 64	165.0
NCT02286193	65 or older	145.0
NCT02286193	less than or equal to 18	70.0
NCT02286713	<=18 years	0.0
NCT02286713	>=65 years	146.0
NCT02286713	between 18 and 65 years	370.0
NCT02286726	<=18 years	0.0
NCT02286726	>=65 years	34.0
NCT02286726	between 18 and 65 years	22.0
NCT02286895	10 months	104.0
NCT02286895	11 months	49.0
NCT02286895	9 months	447.0
NCT02286960	<=18 years	0.0
NCT02286960	>=65 years	0.0
NCT02286960	between 18 and 65 years	30.0
NCT02287402	<65 years	137.0
NCT02287402	≥65 years	60.0
NCT02287415	<=18 years	0.0
NCT02287415	>=65 years	0.0
NCT02287415	between 18 and 65 years	13.0
NCT02287467	<=18 years	2.0
NCT02287467	>=65 years	97.0
NCT02287467	between 18 and 65 years	209.0
NCT02287584	<65	541.0
NCT02287584	>=65	36.0
NCT02287623	<=18 years	0.0
NCT02287623	>=65 years	2.0
NCT02287623	between 18 and 65 years	57.0
NCT02287636	0-9 years	2.0
NCT02287636	10-19 years	11.0
NCT02287675	<=18 years	0.0
NCT02287675	>=65 years	18.0
NCT02287675	between 18 and 65 years	22.0
NCT02287883	<=18 years	0.0
NCT02287883	>=65 years	1172.0
NCT02287883	between 18 and 65 years	1004.0
NCT02287896	<=18 years	0.0
NCT02287896	>=65 years	0.0
NCT02287896	between 18 and 65 years	62.0
NCT02287922	<=18 years	1.0
NCT02287922	>=65 years	33.0
NCT02287922	between 18 and 65 years	217.0
NCT02288312	<=18 years	0.0
NCT02288312	>=65 years	0.0
NCT02288312	between 18 and 65 years	18.0
NCT02289079	<=18 years	0.0
NCT02289079	>=65 years	13.0
NCT02289079	between 18 and 65 years	45.0
NCT02289352	<=18 years	0.0
NCT02289352	>=65 years	78.0
NCT02289352	between 18 and 65 years	384.0
NCT02289755	<=18 years	0.0
NCT02289755	>=65 years	3.0
NCT02289755	between 18 and 65 years	13.0
NCT02289898	<=18 years	0.0
NCT02289898	>=65 years	103.0
NCT02289898	between 18 and 65 years	101.0
NCT02290184	<=18 years	0.0
NCT02290184	>=65 years	0.0
NCT02290184	between 18 and 65 years	45.0
NCT02290405	<=18 years	0.0
NCT02290405	>=65 years	4.0
NCT02290405	between 18 and 65 years	85.0
NCT02290444	<=18 years	0.0
NCT02290444	>=65 years	0.0
NCT02290444	between 18 and 65 years	50.0
NCT02290509	18-49 years	1330.0
NCT02290691	<=18 years	0.0
NCT02290691	>=65 years	0.0
NCT02290691	between 18 and 65 years	984.0
NCT02290873	<65 years	395.0
NCT02290873	≥65 years	63.0
NCT02290925	<=18 years	0.0
NCT02290925	>=65 years	0.0
NCT02290925	between 18 and 65 years	133.0
NCT02291016	<=18 years	0.0
NCT02291016	>=65 years	2.0
NCT02291016	between 18 and 65 years	5.0
NCT02291133	<=18 years	0.0
NCT02291133	>=65 years	15.0
NCT02291133	between 18 and 65 years	9.0
NCT02291289	85 years and over	2.0
NCT02291289	adolescents (12-17 years)	0.0
NCT02291289	adults (18-64 years)	364.0
NCT02291289	children (2-11 years)	0.0
NCT02291289	from 65-84 years	243.0
NCT02291289	infants and toddlers (28 days-23 months)	0.0
NCT02291289	in utero	0.0
NCT02291289	newborns (0-27 days)	0.0
NCT02291289	preterm newborn infants (gestational age < 37 wks)	0.0
NCT02291432	<=18 years	0.0
NCT02291432	>=65 years	17.0
NCT02291432	between 18 and 65 years	8.0
NCT02291601	<=18 years	13.0
NCT02291601	>=65 years	37.0
NCT02291601	between 18 and 65 years	829.0
NCT02291679	18 to < 40 years	410.0
NCT02291679	40 to < 65 years	695.0
NCT02291679	≥ 65 years	118.0
NCT02291718	<=18 years	0.0
NCT02291718	>=65 years	100.0
NCT02291718	between 18 and 65 years	50.0
NCT02291913	<=18 years	0.0
NCT02291913	>=65 years	19.0
NCT02291913	between 18 and 65 years	29.0
NCT02292446	<= 60	52.0
NCT02292446	>60	109.0
NCT02292849	<=18 years	0.0
NCT02292849	>=65 years	29.0
NCT02292849	between 18 and 65 years	0.0
NCT02292927	<=18 years	0.0
NCT02292927	>=65 years	20.0
NCT02292927	between 18 and 65 years	5.0
NCT02292940	<=18 years	0.0
NCT02292940	>=65 years	883.0
NCT02292940	between 18 and 65 years	941.0
NCT02293044	<=18 years	0.0
NCT02293044	>=65 years	0.0
NCT02293044	between 18 and 65 years	15.0
NCT02293460	<=18 years	0.0
NCT02293460	>=65 years	11.0
NCT02293460	between 18 and 65 years	32.0
NCT02293538	18-64 years	144.0
NCT02293538	≥ 65 years	2.0
NCT02293655	<=18 years	109.0
NCT02293655	>=65 years	0.0
NCT02293655	between 18 and 65 years	0.0
NCT02293798	<=18 years	0.0
NCT02293798	>=65 years	0.0
NCT02293798	between 18 and 65 years	13.0
NCT02293993	<=18 years	0.0
NCT02293993	>=65 years	20.0
NCT02293993	between 18 and 65 years	1.0
NCT02294253	<=18 years	0.0
NCT02294253	>=65 years	0.0
NCT02294253	between 18 and 65 years	30.0
NCT02294604	<=18 years	0.0
NCT02294604	>=65 years	0.0
NCT02294604	between 18 and 65 years	240.0
NCT02294630	ga strata i (24-28 weeks)ga strata	29.0
NCT02294630	ga strata ii (29-32 weeks)ga strata	60.0
NCT02294630	ga strata iii (33-36 weeks)ga strata	60.0
NCT02295280	<=18 years	0.0
NCT02295280	>=65 years	0.0
NCT02295280	between 18 and 65 years	69.0
NCT02295644	<=18 years	0.0
NCT02295644	>=65 years	0.0
NCT02295644	between 18 and 65 years	25.0
NCT02296112	<=18 years	0.0
NCT02296112	>=65 years	2.0
NCT02296112	between 18 and 65 years	7.0
NCT02296164	<=18 years	0.0
NCT02296164	>=65 years	136.0
NCT02296164	between 18 and 65 years	162.0
NCT02296190	<=18 years	0.0
NCT02296190	>=65 years	17.0
NCT02296190	between 18 and 65 years	96.0
NCT02296424	>=12 - <20 years	59.0
NCT02296424	>=20 years	3.0
NCT02296424	>=2 - <4 years	15.0
NCT02296424	>=4 - <6 years	23.0
NCT02296424	>=6 - <12 years	66.0
NCT02296775	<=18 years	0.0
NCT02296775	>=65 years	0.0
NCT02296775	between 18 and 65 years	276.0
NCT02296801	age 40-49	1.0
NCT02296801	age 50-59	88.0
NCT02296801	age 60-69	124.0
NCT02296801	age 70-79	73.0
NCT02296801	greater than or equal to 80	21.0
NCT02296892	<65 years	222.0
NCT02296892	≥65 years	209.0
NCT02297841	18-70	201.0
NCT02298322	<=18 years	0.0
NCT02298322	>=65 years	0.0
NCT02298322	between 18 and 65 years	60.0
NCT02298361	<=18 years	26259.0
NCT02298361	>=65 years	0.0
NCT02298361	between 18 and 65 years	992.0
NCT02298491	<=18 years	0.0
NCT02298491	>=65 years	0.0
NCT02298491	between 18 and 65 years	4.0
NCT02298842	<=18 years	0.0
NCT02298842	>=65 years	7.0
NCT02298842	between 18 and 65 years	78.0
NCT02298868	<=18 years	0.0
NCT02298868	>=65 years	0.0
NCT02298868	between 18 and 65 years	10.0
NCT02298933	<=18 years	0.0
NCT02298933	>=65 years	2.0
NCT02298933	between 18 and 65 years	8.0
NCT02298946	<=18 years	0.0
NCT02298946	>=65 years	9.0
NCT02298946	between 18 and 65 years	8.0
NCT02299089	<=18 years	0.0
NCT02299089	>=65 years	6.0
NCT02299089	between 18 and 65 years	6.0
NCT02299167	<=18 years	0.0
NCT02299167	>=65 years	0.0
NCT02299167	between 18 and 65 years	24.0
NCT02299258	<=18 years	0.0
NCT02299258	>=65 years	63.0
NCT02299258	between 18 and 65 years	0.0
NCT02299297	<=18 years	0.0
NCT02299297	>=65 years	0.0
NCT02299297	between 18 and 65 years	12.0
NCT02299388	<=18 years	0.0
NCT02299388	>=65 years	3.0
NCT02299388	between 18 and 65 years	8.0
NCT02299570	<=18 years	1.0
NCT02299570	>=65 years	63.0
NCT02299570	between 18 and 65 years	69.0
NCT02299791	<=18 years	0.0
NCT02299791	>=65 years	1094.0
NCT02299791	between 18 and 65 years	3762.0
NCT02300077	<=18 years	0.0
NCT02300077	>=65 years	0.0
NCT02300077	between 18 and 65 years	60.0
NCT02300129	<=18 years	0.0
NCT02300129	>=65 years	2.0
NCT02300129	between 18 and 65 years	31.0
NCT02300220	<=18 years	0.0
NCT02300220	>=65 years	107.0
NCT02300220	between 18 and 65 years	37.0
NCT02300610	<=18 years	0.0
NCT02300610	>=65 years	5.0
NCT02300610	between 18 and 65 years	5.0
NCT02301039	<=18 years	7.0
NCT02301039	>=65 years	33.0
NCT02301039	between 18 and 65 years	104.0
NCT02301143	>=65 - 75 years	50.0
NCT02301143	<65 years	44.0
NCT02301143	>75 years	13.0
NCT02301299	<=18 years	0.0
NCT02301299	>=65 years	772.0
NCT02301299	between 18 and 65 years	550.0
NCT02302157	<=18 years	0.0
NCT02302157	>=65 years	0.0
NCT02302157	between 18 and 65 years	25.0
NCT02303184	<=18 years	0.0
NCT02303184	>=65 years	31.0
NCT02303184	between 18 and 65 years	15.0
NCT02303262	<=18 years	0.0
NCT02303262	>=65 years	3.0
NCT02303262	between 18 and 65 years	17.0
NCT02303977	<=18 years	0.0
NCT02303977	>=65 years	20.0
NCT02303977	between 18 and 65 years	17.0
NCT02303990	<=18 years	0.0
NCT02303990	>=65 years	27.0
NCT02303990	between 18 and 65 years	32.0
NCT02304380	<=18 years	64384.0
NCT02304380	>=65 years	39.0
NCT02304380	between 18 and 65 years	2083.0
NCT02304406	18 to 65 years	272.0
NCT02304406	greater than equal to 65 years	157.0
NCT02304406	missing	20.0
NCT02304484	18 - 64 years	536.0
NCT02304484	≥ 65 years	234.0
NCT02304991	<=18 years	50.0
NCT02304991	>=65 years	0.0
NCT02304991	between 18 and 65 years	0.0
NCT02305017	<=18 years	0.0
NCT02305017	>=65 years	0.0
NCT02305017	between 18 and 65 years	28.0
NCT02305277	<=18 years	0.0
NCT02305277	>=65 years	0.0
NCT02305277	between 18 and 65 years	85.0
NCT02305316	<=18 years	0.0
NCT02305316	>=65 years	0.0
NCT02305316	between 18 and 65 years	28.0
NCT02305329	<=18 years	0.0
NCT02305329	>=65 years	0.0
NCT02305329	between 18 and 65 years	56.0
NCT02305381	85 years and over	1.0
NCT02305381	adults (18-64 years)	281.0
NCT02305381	from 65-84 years	114.0
NCT02305732	<=18 years	0.0
NCT02305732	>=65 years	59.0
NCT02305732	between 18 and 65 years	31.0
NCT02306694	<=18 years	3.0
NCT02306694	>=65 years	0.0
NCT02306694	between 18 and 65 years	13.0
NCT02307188	<=18 years	0.0
NCT02307188	>=65 years	1.0
NCT02307188	between 18 and 65 years	0.0
NCT02307526	<=18 years	0.0
NCT02307526	>=65 years	0.0
NCT02307526	between 18 and 65 years	10.0
NCT02307682	50-64 years	103.0
NCT02307682	65-74 years	318.0
NCT02307682	75-84 years	465.0
NCT02307682	85 years and greater	192.0
NCT02307682	less than 50 years	0.0
NCT02307916	<=18 years	0.0
NCT02307916	>=65 years	15.0
NCT02307916	between 18 and 65 years	42.0
NCT02308189	<=18 years	0.0
NCT02308189	>=65 years	0.0
NCT02308189	between 18 and 65 years	30.0
NCT02308228	<=18 years	0.0
NCT02308228	>=65 years	106.0
NCT02308228	between 18 and 65 years	3.0
NCT02308696	<=18 years	0.0
NCT02308696	>=65 years	456.0
NCT02308696	between 18 and 65 years	0.0
NCT02309099	<=18 years	0.0
NCT02309099	>=65 years	4.0
NCT02309099	between 18 and 65 years	6.0
NCT02309294	20-72	41.0
NCT02309359	<=18 years	1.0
NCT02309359	>=65 years	60.0
NCT02309359	between 18 and 65 years	284.0
NCT02309489	15-19	149.0
NCT02309489	20-24	343.0
NCT02309489	25-29	321.0
NCT02309489	30-34	208.0
NCT02309489	35-39	102.0
NCT02309489	40-45	22.0
NCT02310646	<=18 years	0.0
NCT02310646	>=65 years	50.0
NCT02310646	between 18 and 65 years	162.0
NCT02310750	18-44 years	55.0
NCT02310750	45-64 years	41.0
NCT02310776	<=18 years	0.0
NCT02310776	>=65 years	40.0
