nctid	age	count
NCT00393848	<=18 years	0.0
NCT00393848	>=65 years	6.0
NCT00393848	between 18 and 65 years	31.0
NCT00393861	<=18 years	0.0
NCT00393861	>=65 years	0.0
NCT00393861	between 18 and 65 years	29.0
NCT00393913	<=18 years	0.0
NCT00393913	>=65 years	4.0
NCT00393913	between 18 and 65 years	103.0
NCT00393978	<=18 years	75.0
NCT00393978	>=65 years	0.0
NCT00393978	between 18 and 65 years	0.0
NCT00394095	<=18 years	31.0
NCT00394095	>=65 years	0.0
NCT00394095	between 18 and 65 years	0.0
NCT00394251	< 65 years	177.0
NCT00394251	>=65 years	20.0
NCT00394329	<=18 years	288.0
NCT00394329	>=65 years	0.0
NCT00394329	between 18 and 65 years	0.0
NCT00394524	<=18 years	0.0
NCT00394524	>=65 years	39.0
NCT00394524	between 18 and 65 years	114.0
NCT00394888	<=18 years	357.0
NCT00394888	>=65 years	0.0
NCT00394888	between 18 and 65 years	0.0
NCT00394901	<18 years	0.0
NCT00394901	>=65 years	296.0
NCT00394901	between 18 and 44 years	11.0
NCT00394901	between 45 and 64 years	64.0
NCT00395018	21-64 years	60.0
NCT00395018	>=65 years	5.0
NCT00395044	<=18 years	0.0
NCT00395044	>=65 years	0.0
NCT00395044	between 18 and 65 years	50.0
NCT00395291	<=18 years	0.0
NCT00395291	>=65 years	8.0
NCT00395291	between 18 and 65 years	18.0
NCT00395304	<=18 years	182.0
NCT00395304	>=65 years	0.0
NCT00395304	between 18 and 65 years	0.0
NCT00395512	< 65 years	557.0
NCT00395512	≥ 65 years	98.0
NCT00395642	<=18 years	0.0
NCT00395642	>=65 years	29.0
NCT00395642	between 18 and 65 years	37.0
NCT00395746	20-29	1.0
NCT00395746	30-39	6.0
NCT00395746	40-49	40.0
NCT00395746	50-59	79.0
NCT00395746	60-69	92.0
NCT00395746	70-	46.0
NCT00395850	<=18 years	0.0
NCT00395850	>=65 years	0.0
NCT00395850	between 18 and 65 years	107.0
NCT00395863	<=18 years	0.0
NCT00395863	>=65 years	7.0
NCT00395863	between 18 and 65 years	39.0
NCT00395876	≥ 17 to < 65 years	37.0
NCT00395876	≥ 2 to < 17 years	30.0
NCT00395876	< 2 years	4.0
NCT00395876	≥ 65 years	26.0
NCT00395993	<=18 years	2.0
NCT00395993	>=65 years	0.0
NCT00395993	between 18 and 65 years	454.0
NCT00396006	<=18 years	0.0
NCT00396006	>=65 years	3.0
NCT00396006	between 18 and 65 years	10.0
NCT00396019	5 to 12 years	31.0
NCT00396019	greater than or equal to 12 years	30.0
NCT00396019	less than 5 years	20.0
NCT00396032	< 17 years	0.0
NCT00396032	>= 17 years to < 65 years	95.0
NCT00396032	>= 65 years	54.0
NCT00396084	<=18 years	0.0
NCT00396084	>=65 years	0.0
NCT00396084	between 18 and 65 years	70.0
NCT00396097	<= 7 years	107.0
NCT00396097	>=7 years	209.0
NCT00396253	< 17 years	1.0
NCT00396253	>= 17 years to < 65 years	120.0
NCT00396253	>= 65 years	102.0
NCT00396292	<=18 years	31.0
NCT00396292	>=65 years	0.0
NCT00396292	between 18 and 65 years	321.0
NCT00396318	≥ 17 to < 65 years	111.0
NCT00396318	≥ 2 to < 17 years	62.0
NCT00396318	< 2 years	10.0
NCT00396318	≥ 65 years	63.0
NCT00396409	<= 18 years	29.0
NCT00396409	<=18 years	30.0
NCT00396409	>= 65 years	0.0
NCT00396409	>=65 years	0.0
NCT00396409	between 18 and 65 years	183.0
NCT00396409	participated in 2007 but not in 2008	14.0
NCT00396591	<65 years	11.0
NCT00396591	>=65 years	5.0
NCT00396877	30 (<) - 92 days	445.0
NCT00396877	≤ 30 days	461.0
NCT00397020	<=18 years	0.0
NCT00397020	>=65 years	0.0
NCT00397020	between 18 and 65 years	28.0
NCT00397046	<=18 years	0.0
NCT00397046	>=65 years	7.0
NCT00397046	between 18 and 65 years	14.0
NCT00397150	<=18 years	2579.0
NCT00397150	>=65 years	0.0
NCT00397150	between 18 and 65 years	0.0
NCT00397189	<=18 years	0.0
NCT00397189	>=65 years	281.0
NCT00397189	between 18 and 65 years	441.0
NCT00397254	<=18 years	0.0
NCT00397254	>=65 years	0.0
NCT00397254	between 18 and 65 years	197.0
NCT00397462	<=18 years	0.0
NCT00397462	>=65 years	0.0
NCT00397462	between 18 and 65 years	44.0
NCT00397488	<=18 years	0.0
NCT00397488	>=65 years	39.0
NCT00397488	between 18 and 65 years	39.0
NCT00397514	<=18 years	25.0
NCT00397514	>=65 years	0.0
NCT00397514	between 18 and 65 years	0.0
NCT00397579	<=18 years	0.0
NCT00397579	>=65 years	10.0
NCT00397579	between 18 and 65 years	1.0
NCT00397813	<=18 years	0.0
NCT00397813	>=65 years	47.0
NCT00397813	between 18 and 65 years	30.0
NCT00397839	< 65 years	65.0
NCT00397839	>= 65 years	67.0
NCT00397904	<=18 years	0.0
NCT00397904	>=65 years	4.0
NCT00397904	between 18 and 65 years	12.0
NCT00397982	<=18 years	0.0
NCT00397982	>=65 years	9.0
NCT00397982	between 18 and 65 years	8.0
NCT00398073	<=18 years	0.0
NCT00398073	>=65 years	11.0
NCT00398073	between 18 and 65 years	23.0
NCT00398138	<=18 years	0.0
NCT00398138	>=65 years	5.0
NCT00398138	between 18 and 65 years	5.0
NCT00398216	<=18 years	0.0
NCT00398216	>=65 years	309.0
NCT00398216	between 18 and 65 years	587.0
NCT00398918	<=18 years	0.0
NCT00398918	>=65 years	0.0
NCT00398918	between 18 and 65 years	10.0
NCT00399308	<=18 years	0.0
NCT00399308	>=65 years	11.0
NCT00399308	between 18 and 65 years	29.0
NCT00399360	<=18 years	0.0
NCT00399360	>=65 years	0.0
NCT00399360	between 18 and 65 years	50.0
NCT00399516	<=18 years	0.0
NCT00399516	>=65 years	4.0
NCT00399516	between 18 and 65 years	17.0
NCT00399568	<=18 years	0.0
NCT00399568	>=65 years	7.0
NCT00399568	between 18 and 65 years	324.0
NCT00399763	<=18 years	64.0
NCT00399763	>=65 years	0.0
NCT00399763	between 18 and 65 years	6.0
NCT00400569	<=18 years	0.0
NCT00400569	>=65 years	21.0
NCT00400569	between 18 and 65 years	27.0
NCT00400803	<=18 years	0.0
NCT00400803	>=65 years	15.0
NCT00400803	between 18 and 65 years	20.0
NCT00400881	<=18 years	0.0
NCT00400881	>=65 years	17.0
NCT00400881	between 18 and 65 years	105.0
NCT00400946	<=18 years	800.0
NCT00400946	>=65 years	0.0
NCT00400946	between 18 and 65 years	0.0
NCT00401102	<=18 years	12.0
NCT00401102	>=65 years	0.0
NCT00401102	between 18 and 65 years	0.0
NCT00401258	<=18 years	0.0
NCT00401258	>=65 years	0.0
NCT00401258	between 18 and 65 years	15.0
NCT00401414	<=18 years	0.0
NCT00401414	>=65 years	0.0
NCT00401414	between 18 and 65 years	344.0
NCT00401531	<=18 years	412.0
NCT00401531	>=65 years	0.0
NCT00401531	between 18 and 65 years	0.0
NCT00401622	<=18 years	0.0
NCT00401622	>=65 years	118.0
NCT00401622	between 18 and 65 years	202.0
NCT00401830	<=18 years	0.0
NCT00401830	>=65 years	4.0
NCT00401830	between 18 and 65 years	155.0
NCT00401986	<=18 years	0.0
NCT00401986	>=65 years	0.0
NCT00401986	between 18 and 65 years	14.0
NCT00402168	18 - 45 years	89.0
NCT00402168	46 - 65 years	73.0
NCT00402168	greater than (>) 65 years	11.0
NCT00402194	<=18 years	0.0
NCT00402194	>=65 years	0.0
NCT00402194	between 18 and 65 years	17.0
NCT00402246	<=18 years	1.0
NCT00402246	>=65 years	1101.0
NCT00402246	between 18 and 65 years	895.0
NCT00402337	18 years to 65 years	283.0
NCT00402337	older than 65 years	26.0
NCT00402597	<=18 years	0.0
NCT00402597	>=65 years	870.0
NCT00402597	between 18 and 65 years	2592.0
NCT00402649	<=18 years	35.0
NCT00402649	>=65 years	0.0
NCT00402649	between 18 and 65 years	0.0
NCT00402688	<=18 years	0.0
NCT00402688	>=65 years	41.0
NCT00402688	between 18 and 65 years	201.0
NCT00402714	<=18 years	0.0
NCT00402714	>=65 years	3.0
NCT00402714	between 18 and 65 years	11.0
NCT00402740	<=18 years	0.0
NCT00402740	>=65 years	251.0
NCT00402740	between 18 and 65 years	71.0
NCT00402779	21-30 years	5.0
NCT00402779	31-40 years	15.0
NCT00402779	41-50 years	27.0
NCT00402779	51-60 years	46.0
NCT00402779	61-70 years	42.0
NCT00402779	71-80 years	14.0
NCT00402779	81-90 years	1.0
NCT00403117	<=18 years	0.0
NCT00403117	>=65 years	0.0
NCT00403117	between 18 and 65 years	29.0
NCT00403130	<=18 years	0.0
NCT00403130	>=65 years	7.0
NCT00403130	between 18 and 65 years	24.0
NCT00403390	<=18 years	31.0
NCT00403390	>=65 years	0.0
NCT00403390	between 18 and 65 years	0.0
NCT00403455	<=18 years	0.0
NCT00403455	>=65 years	7.0
NCT00403455	between 18 and 65 years	31.0
NCT00403767	<=18 years	0.0
NCT00403767	>=65 years	10948.0
NCT00403767	between 18 and 65 years	3288.0
NCT00404066	<=18 years	0.0
NCT00404066	>=65 years	2.0
NCT00404066	between 18 and 65 years	19.0
NCT00404079	<=18 years	0.0
NCT00404079	>=65 years	22.0
NCT00404079	between 18 and 65 years	228.0
NCT00404092	<=30 years	2.0
NCT00404092	> 70 years	8.0
NCT00404092	between 30 and 40 years	6.0
NCT00404092	between 40 and 50 years	6.0
NCT00404092	between 50 and 60 years	7.0
NCT00404092	between 60 and 70 years	17.0
NCT00404352	greater than or equal to 30 years	258.0
NCT00404352	less than 30 years	259.0
NCT00404495	>12 years to 18 years	22.0
NCT00404495	2 years to 12 years	61.0
NCT00404651	<=18 years	1189.0
NCT00404651	>=65 years	0.0
NCT00404651	between 18 and 65 years	0.0
NCT00405288	<=18 years	0.0
NCT00405288	>=65 years	0.0
NCT00405288	between 18 and 65 years	408.0
NCT00405353	<=18 years	0.0
NCT00405353	>=65 years	0.0
NCT00405353	between 18 and 65 years	10.0
NCT00405509	<=18 years	33.0
NCT00405509	>=65 years	0.0
NCT00405509	between 18 and 65 years	0.0
NCT00405548	<=18 years	0.0
NCT00405548	>=65 years	25.0
NCT00405548	between 18 and 65 years	11.0
NCT00405639	<=18 years	0.0
NCT00405639	>=65 years	18.0
NCT00405639	between 18 and 65 years	19.0
NCT00405756	<=75 years	348.0
NCT00405756	>75 years	111.0
NCT00405821	20-29 years	90.0
NCT00405821	30-39 years	187.0
NCT00405821	40-49 years	107.0
NCT00405821	50+ years	56.0
NCT00405912	<=18 years	2.0
NCT00405912	>=65 years	2.0
NCT00405912	between 18 and 65 years	114.0
NCT00405964	<=18 years	18.0
NCT00405964	>=65 years	9.0
NCT00405964	between 18 and 65 years	689.0
NCT00406029	>=65 years	108.0
NCT00406029	between 18 and 65 years	138.0
NCT00406107	<=18 years	0.0
NCT00406107	>=65 years	17.0
NCT00406107	between 18 and 65 years	3.0
NCT00406133	15-24 years	143.0
NCT00406133	>=25 years	165.0
NCT00406133	8-14 years	143.0
NCT00406315	18 to 44 years	140.0
NCT00406315	< 18 years	0.0
NCT00406315	45 to 64 years	101.0
NCT00406315	> = 65 years	0.0
NCT00406692	<=18 years	0.0
NCT00406692	>=65 years	0.0
NCT00406692	between 18 and 65 years	16.0
NCT00406718	<=18 years	0.0
NCT00406718	>=65 years	0.0
NCT00406718	between 18 and 65 years	142.0
NCT00407355	<=18 years	0.0
NCT00407355	>=65 years	22.0
NCT00407355	between 18 and 65 years	18.0
NCT00407420	<=18 years	106.0
NCT00407420	>=65 years	0.0
NCT00407420	between 18 and 65 years	0.0
NCT00407511	>= 65 years	30.0
NCT00407511	between 18 to 44 years	15.0
NCT00407511	between 45 to 64 years	76.0
NCT00407537	18 to 44 years	113.0
NCT00407537	< 18 years	0.0
NCT00407537	45 to 64 years	811.0
NCT00407537	> = 65 years	537.0
NCT00407563	<=18 years	0.0
NCT00407563	>=65 years	22.0
NCT00407563	between 18 and 65 years	26.0
NCT00407602	<=18 years	0.0
NCT00407602	>=65 years	6.0
NCT00407602	between 18 and 65 years	24.0
NCT00407654	<=18 years	0.0
NCT00407654	>=65 years	21.0
NCT00407654	between 18 and 65 years	54.0
NCT00407745	>= 65 years	19.0
NCT00407745	between 18 and 44 years	105.0
NCT00407745	between 45 and 64 years	95.0
NCT00407758	40-49 years	4.0
NCT00407758	50-59 years	10.0
NCT00407758	60-69 years	6.0
NCT00407758	70-79 years	7.0
NCT00407966	<=18 years	0.0
NCT00407966	>=65 years	13.0
NCT00407966	between 18 and 65 years	32.0
NCT00408200	<=18 years	0.0
NCT00408200	>=65 years	0.0
NCT00408200	between 18 and 65 years	110.0
NCT00408460	<=18 years	0.0
NCT00408460	>=65 years	34.0
NCT00408460	between 18 and 65 years	0.0
NCT00408499	<=18 years	0.0
NCT00408499	>=65 years	32.0
NCT00408499	between 18 and 65 years	32.0
NCT00408564	<=18 years	0.0
NCT00408564	>=65 years	9.0
NCT00408564	between 18 and 65 years	30.0
NCT00408629	40 to 64 years	221.0
NCT00408629	< 40 years	254.0
NCT00408629	>=65 years	19.0
NCT00408928	<=18 years	0.0
NCT00408928	>=65 years	1.0
NCT00408928	between 18 and 65 years	10.0
NCT00409175	greater than 65 years	8.0
NCT00409175	less than or equal to 65 years	117.0
NCT00409539	<=18 years	0.0
NCT00409539	>=65 years	229.0
NCT00409539	between 18 and 65 years	321.0
NCT00409617	<=18 years	12.0
NCT00409617	>=65 years	14.0
NCT00409617	between 18 and 65 years	919.0
NCT00409682	< 13	66.0
NCT00409682	>= 13	122.0
NCT00409708	<=18 years	104.0
NCT00409708	>=65 years	0.0
NCT00409708	between 18 and 65 years	0.0
NCT00409747	<=18 years	11.0
NCT00409747	>=65 years	0.0
NCT00409747	between 18 and 65 years	0.0
NCT00409786	<=18 years	0.0
NCT00409786	>=65 years	4.0
NCT00409786	between 18 and 65 years	46.0
NCT00410072	16 - 20 years	32.0
NCT00410072	21 - 64 years	326.0
NCT00410072	>=65 years	21.0
NCT00410124	<65 years	263.0
NCT00410124	>=65 years	153.0
NCT00410189	<=50 years	11.0
NCT00410189	>70 years	9.0
NCT00410189	between 51 and 60 years	15.0
NCT00410189	between 61 and 70 years	19.0
NCT00410384	≤ 45 years	551.0
NCT00410384	≥ 65 years	16.0
NCT00410384	between 45 and 65 years	252.0
NCT00410410	30-50 years	324.0
NCT00410410	<30 years	117.0
NCT00410410	>50 years	150.0
NCT00410423	<=18 years	0.0
NCT00410423	>=65 years	11.0
NCT00410423	between 18 and 65 years	44.0
NCT00410605	40-49 years	2.0
NCT00410605	50-59 years	4.0
NCT00410605	60-69 years	15.0
NCT00410605	70-79 years	15.0
NCT00410605	80-89 years	3.0
NCT00410826	<=18 years	0.0
NCT00410826	>=65 years	26.0
NCT00410826	between 18 and 65 years	177.0
NCT00411216	<=18 years	0.0
NCT00411216	>=65 years	12.0
NCT00411216	between 18 and 65 years	11.0
NCT00411398	<=18 years	0.0
NCT00411398	>=65 years	0.0
NCT00411398	between 18 and 65 years	15.0
NCT00411411	<=18 years	0.0
NCT00411411	>=65 years	1.0
NCT00411411	between 18 and 65 years	48.0
NCT00411463	<=18 years	0.0
NCT00411463	>=65 years	0.0
NCT00411463	between 18 and 65 years	25.0
NCT00411619	<=18 years	22.0
NCT00411619	>=65 years	0.0
NCT00411619	between 18 and 65 years	6.0
NCT00411632	<=50 years	6.0
NCT00411632	51-60 years	11.0
NCT00411632	61-70 years	11.0
NCT00411632	>70 years	9.0
NCT00411645	18 to 44 years	210.0
NCT00411645	45 to 64 years	420.0
NCT00411645	65 to 75 years	50.0
NCT00411645	> 75 years	1.0
NCT00411671	< 60 years	43.0
NCT00411671	>= 60 years	62.0
NCT00411684	<=18 years	0.0
NCT00411684	>=65 years	0.0
NCT00411684	between 18 and 65 years	1533.0
NCT00412074	<=18 years	0.0
NCT00412074	>=65 years	0.0
NCT00412074	between 18 and 65 years	460.0
NCT00412113	18 to 64 years	192.0
NCT00412113	> or = to 65 years	52.0
NCT00412464	<=18 years	24.0
NCT00412464	>=65 years	0.0
NCT00412464	between 18 and 65 years	0.0
NCT00412542	<=18 years	0.0
NCT00412542	>=65 years	6.0
NCT00412542	between 18 and 65 years	72.0
NCT00412984	<65 years	5471.0
NCT00412984	>=75 years	5678.0
NCT00412984	between 65 and 75 years	7052.0
NCT00413036	< 65 years	90.0
NCT00413036	> = 65 years	127.0
NCT00413153	<=18 years	0.0
NCT00413153	>=65 years	0.0
NCT00413153	between 18 and 65 years	15.0
NCT00413166	<=18 years	1.0
NCT00413166	>=65 years	11.0
NCT00413166	between 18 and 65 years	66.0
NCT00413231	<=18 years	0.0
NCT00413231	>=65 years	134.0
NCT00413231	between 18 and 65 years	26.0
NCT00413374	<=18 years	0.0
NCT00413374	>=65 years	10.0
NCT00413374	between 18 and 65 years	110.0
NCT00413400	<=18 years	0.0
NCT00413400	>=65 years	0.0
NCT00413400	between 18 and 65 years	40.0
NCT00413582	<=18 years	102.0
NCT00413582	>=65 years	0.0
NCT00413582	between 18 and 65 years	8.0
NCT00413634	<=18 years	0.0
NCT00413634	>=65 years	12.0
NCT00413634	between 18 and 65 years	12.0
NCT00413660	18 to 44 years	112.0
NCT00413660	45 to 64 years	307.0
NCT00413660	greater than or equal to (>=) 65 years	88.0
NCT00413699	18 to 64 years	3754.0
NCT00413699	<18 years	0.0
NCT00413699	>=65 years	727.0
NCT00413920	45-60 years	114.0
NCT00413920	< 45 years	58.0
NCT00413920	>= 60 years	50.0
NCT00414011	<=18 years	0.0
NCT00414011	>=65 years	0.0
NCT00414011	between 18 and 65 years	35.0
NCT00414167	<=18 years	0.0
NCT00414167	>=65 years	0.0
NCT00414167	between 18 and 65 years	61.0
NCT00414271	<=18 years	0.0
NCT00414271	>=65 years	6.0
NCT00414271	between 18 and 65 years	12.0
NCT00414388	<=18 years	0.0
NCT00414388	>=65 years	17.0
NCT00414388	between 18 and 65 years	5.0
NCT00414518	<=18 years	0.0
NCT00414518	>=65 years	0.0
NCT00414518	between 18 and 65 years	16.0
NCT00414544	<=18 years	0.0
NCT00414544	>=65 years	23.0
NCT00414544	between 18 and 65 years	122.0
NCT00414596	<=18 years	0.0
NCT00414596	>=65 years	0.0
NCT00414596	between 18 and 65 years	20.0
NCT00414609	< 65 years	515.0
NCT00414609	≥ 65 years and < 75 years	207.0
NCT00414609	≥ 75 years	98.0
NCT00414635	<=18 years	0.0
NCT00414635	>=65 years	2.0
NCT00414635	between 18 and 65 years	58.0
NCT00414700	<=18 years	0.0
NCT00414700	>=65 years	0.0
NCT00414700	between 18 and 65 years	118.0
NCT00414817	<=18 years	0.0
NCT00414817	>=65 years	1538.0
NCT00414817	between 18 and 65 years	4893.0
NCT00414908	<=18 years	0.0
NCT00414908	>=65 years	2.0
NCT00414908	between 18 and 65 years	50.0
NCT00415051	<=18 years	0.0
NCT00415051	>=65 years	0.0
NCT00415051	between 18 and 65 years	19.0
NCT00415493	<=18 years	0.0
NCT00415493	>=65 years	0.0
NCT00415493	between 18 and 65 years	24.0
NCT00415506	<=18 years	0.0
NCT00415506	>=65 years	2.0
NCT00415506	between 18 and 65 years	20.0
NCT00415519	<=18 years	0.0
NCT00415519	>=65 years	4.0
NCT00415519	between 18 and 65 years	21.0
NCT00415597	<=18 years	0.0
NCT00415597	>=65 years	48.0
NCT00415597	between 18 and 65 years	417.0
NCT00415623	20 to 44 years	30.0
NCT00415623	< 20 years	0.0
NCT00415623	45 to 64 years	145.0
NCT00415623	>= 65 years	130.0
NCT00415870	<=18 years	0.0
NCT00415870	>=65 years	0.0
NCT00415870	between 18 and 65 years	65.0
NCT00416182	<=18 years	9.0
NCT00416182	>=65 years	0.0
NCT00416182	between 18 and 65 years	7.0
NCT00416312	<=18 years	0.0
NCT00416312	>=65 years	6.0
NCT00416312	between 18 and 65 years	1.0
NCT00416494	<=18 years	0.0
NCT00416494	>=65 years	10.0
NCT00416494	between 18 and 65 years	40.0
NCT00417027	<=18 years	0.0
NCT00417027	>=65 years	0.0
NCT00417027	between 18 and 65 years	190.0
NCT00417274	<=18 years	0.0
NCT00417274	>=65 years	19.0
NCT00417274	between 18 and 65 years	12.0
NCT00417417	<=18 years	0.0
NCT00417417	>=65 years	6.0
NCT00417417	between 18 and 65 years	4.0
NCT00417482	<=18 years	0.0
NCT00417482	>=65 years	103.0
NCT00417482	between 18 and 65 years	7.0
NCT00417612	<=18 years	3.0
NCT00417612	>=65 years	1.0
NCT00417612	between 18 and 65 years	29.0
NCT00417989	<=18 years	149.0
NCT00417989	between 19 and 70 years	336.0
NCT00418015	<=18 years	0.0
NCT00418015	>=65 years	0.0
NCT00418015	between 18 and 65 years	293.0
NCT00418028	<=18 years	0.0
NCT00418028	>=65 years	75.0
NCT00418028	between 18 and 65 years	120.0
NCT00418262	<=18 years	27.0
NCT00418262	>=65 years	0.0
NCT00418262	between 18 and 65 years	0.0
NCT00418314	<=18 years	0.0
NCT00418314	>=65 years	1000.0
NCT00418314	between 18 and 65 years	647.0
NCT00418522	18 to 44 years	53.0
NCT00418522	45 to 65 years	276.0
NCT00418522	>=65 years	73.0
NCT00418964	<=18 years	0.0
NCT00418964	>=65 years	0.0
NCT00418964	between 18 and 65 years	62.0
NCT00419094	<=18 years	42.0
NCT00419094	>=65 years	3.0
NCT00419094	between 18 and 65 years	183.0
NCT00419159	45 to <55 years	39.0
NCT00419159	<45 years	20.0
NCT00419159	55 to <65 years	62.0
NCT00419159	> or = to 65 years	78.0
NCT00419263	18 - 27 years old	112.0
NCT00419263	28 - 37 years old	103.0
NCT00419263	38 - 47 years old	65.0
NCT00419263	48 - 57 years old	31.0
NCT00419263	≥ 58 years old	30.0
NCT00419263	missing	1.0
NCT00419341	12 to < 16 years	7.0
NCT00419341	16 to < 65 years	33.0
NCT00419341	2 to < 12 years	3.0
NCT00419341	≥ 65 years	6.0
NCT00419380	<=18 years	41.0
NCT00419380	>=65 years	0.0
NCT00419380	between 18 and 65 years	0.0
NCT00419393	<=18 years	40.0
NCT00419393	>=65 years	3.0
NCT00419393	between 18 and 65 years	147.0
NCT00419445	<=18 years	0.0
NCT00419445	>=65 years	0.0
NCT00419445	between 18 and 65 years	32.0
NCT00419666	<=18 years	25.0
NCT00419666	>=65 years	0.0
NCT00419666	between 18 and 65 years	0.0
NCT00419770	<=18 years	0.0
NCT00419770	>=65 years	5.0
NCT00419770	between 18 and 65 years	15.0
NCT00419926	< 50 years	202.0
NCT00419926	>=50 years	111.0
NCT00420017	<=18 years	0.0
NCT00420017	>=65 years	37.0
NCT00420017	between 18 and 65 years	43.0
NCT00420147	<=18 years	0.0
NCT00420147	>=65 years	16.0
NCT00420147	between 18 and 65 years	22.0
NCT00420459	<=18 years	10.0
NCT00420459	>=65 years	0.0
NCT00420459	between 18 and 65 years	2.0
NCT00420628	age 0-6 years	108.0
NCT00420771	<=18 years	0.0
NCT00420771	>=65 years	0.0
NCT00420771	between 18 and 65 years	19.0
NCT00420784	<=18 years	0.0
NCT00420784	>=65 years	7.0
NCT00420784	between 18 and 65 years	446.0
NCT00420849	>18 and <=65 years	314.0
NCT00420849	<=18 years	0.0
NCT00420849	>65 years	273.0
NCT00421343	<=18 years	0.0
NCT00421343	>=65 years	28.0
NCT00421343	between 18 and 65 years	1.0
NCT00421603	<=18 years	0.0
NCT00421603	>=65 years	0.0
NCT00421603	between 18 and 65 years	81.0
NCT00421733	<=18 years	0.0
NCT00421733	>=65 years	145.0
NCT00421733	between 18 and 65 years	136.0
NCT00421889	<=18 years	0.0
NCT00421889	>=65 years	21.0
NCT00421889	between 18 and 65 years	59.0
NCT00421928	<=18 years	0.0
NCT00421928	>=65 years	265.0
